model,dataset,total_s,fit_s,pred_s,timed_out
AdaptiveAggressivenessClassifier,Iris,0.24017012515105307,0.23478349996730685,0.004908124916255474,0.0
AdaptiveAggressivenessClassifier,Wine,0.2786672089714557,0.27445199992507696,0.00399166694842279,0.0
AdaptiveAggressivenessClassifier,Breast Cancer,0.40190529194660485,0.3883278330322355,0.01304429187439382,0.0
AdaptiveAggressivenessClassifier,Digits,1.267754124943167,1.2042354170698673,0.06320704193785787,0.0
AdaptiveAggressivenessClassifier,Balance Scale,0.17607320798560977,0.17255629203282297,0.0032573339994996786,0.0
AdaptiveAggressivenessClassifier,Blood Transfusion,0.6405545840971172,0.551486540818587,0.08879437507130206,0.0
AdaptiveAggressivenessClassifier,Haberman,0.24536204198375344,0.2290508330333978,0.016076917061582208,0.0
AdaptiveAggressivenessClassifier,Seeds,0.22892108303494751,0.22506529185920954,0.003621000098064542,0.0
AdaptiveAggressivenessClassifier,Teaching Assistant,0.20157329202629626,0.1962348751258105,0.005104333162307739,0.0
AdaptiveAggressivenessClassifier,Zoo,0.21904337499290705,0.2146256670821458,0.004187457961961627,0.0
AdaptiveAggressivenessClassifier,Planning Relax,0.22653075004927814,0.22211729199625552,0.004164082929491997,0.0
AdaptiveAggressivenessClassifier,Ionosphere,0.28677154215984046,0.27802866604179144,0.00831920886412263,0.0
AdaptiveAggressivenessClassifier,Sonar,0.254692625021562,0.24986170907504857,0.004572458099573851,0.0
AdaptiveAggressivenessClassifier,Glass,0.20149104204028845,0.1968287080526352,0.004452541936188936,0.0
AdaptiveAggressivenessClassifier,Vehicle,0.5165950001683086,0.46990108280442655,0.046461959136649966,0.0
AdaptiveAggressivenessClassifier,Liver Disorders,1.7631413750350475,1.6894939579069614,0.07304783398285508,0.0
AdaptiveAggressivenessClassifier,Heart Statlog,0.186941625084728,0.18185324990190566,0.004826290998607874,0.0
AdaptiveAggressivenessClassifier,Pima Indians Diabetes,0.35586820798926055,0.3379895829129964,0.01760816597379744,0.0
AdaptiveAggressivenessClassifier,Australian,0.6050466250162572,0.5843480420298874,0.020406208001077175,0.0
AdaptiveAggressivenessClassifier,Monks-1,0.3877434581518173,0.37558937491849065,0.011912500020116568,0.0
AdaptiveBasisClassifier,Iris,0.01917383400723338,0.018777458928525448,0.00015620817430317402,0.0
AdaptiveBasisClassifier,Wine,0.02774287504144013,0.02736716577783227,0.00016000005416572094,0.0
AdaptiveBasisClassifier,Breast Cancer,0.22007941687479615,0.21918737515807152,0.0006143329665064812,0.0
AdaptiveBasisClassifier,Digits,3.5778547499794513,3.5762342500966042,0.0010766249615699053,0.0
AdaptiveBasisClassifier,Balance Scale,0.01560087502002716,0.015218291897326708,0.00014479109086096287,0.0
AdaptiveBasisClassifier,Blood Transfusion,0.9466812498867512,0.9462993328925222,0.00014587491750717163,0.0
AdaptiveBasisClassifier,Haberman,0.11304087494499981,0.11245825001969934,0.00033733388409018517,0.0
AdaptiveBasisClassifier,Seeds,0.03500087512657046,0.03460095799528062,0.00017150002531707287,0.0
AdaptiveBasisClassifier,Teaching Assistant,0.012860750081017613,0.01216879184357822,0.0001566670835018158,0.0
AdaptiveBasisClassifier,Zoo,0.06761941686272621,0.06710837502032518,0.00028924993239343166,0.0
